,zipcode,total,non_whiteFraction,non_whiteFraction_err
561,12058,1668,0.06894484412470026,0.32839736458572044
562,12059,1611,0.03165735567970207,0.15218830578582693
563,12060,1396,0.07879656160458448,0.2228448289587147
564,12061,9969,0.1019159394121778,0.11548694938395367
565,12062,1736,0.04320276497695852,0.2366767142137624
566,12063,495,0.016161616161616155,0.642324133405643
567,12064,410,0.07073170731707312,0.4517319290677919
568,12065,43206,0.11412766745359437,0.026427958638102943
569,12066,1876,0.013326226012793208,0.21250685486835777
570,12067,1531,0.007838014369693003,0.2564158720205932
571,12068,2993,0.09154694286668896,0.1829876008127255
572,12069,179,0.0,1.082386916453151
573,12070,1578,0.025348542458808576,0.29866961430635625
574,12071,364,0.016483516483516536,0.619027399297793
575,12072,2843,0.05557509672880756,0.11488085210338222
576,12074,2694,0.03229398663697103,0.17741942118421872
577,12075,2886,0.07969507969507972,0.2500808695389145
578,12076,1506,0.02058432934926957,0.16748438906006088
579,12077,6579,0.10153518771849823,0.14871482135225494
580,12078,23554,0.05111658317058676,0.029592636757222943
581,12083,3673,0.015790906615845368,0.15523529419055598
582,12084,4740,0.3643459915611814,0.1756045150652698
583,12085,520,0.11923076923076925,0.532263461153137
584,12086,1587,0.010712035286704502,0.26116830877879066
585,12087,1084,0.008302583025830312,0.347189274262417
586,12089,128,0.0,1.1269514325160601
587,12090,6262,0.025550942190993298,0.0653539056475542
588,12092,721,0.05270457697642161,0.4624453120493764
589,12093,1743,0.025817555938037917,0.18455332856211254
590,12094,2481,0.0,0.2878588669884776
591,12095,12370,0.09620048504446244,0.07692032253398287
592,12106,2432,0.014802631578947345,0.19303352048736017
593,12108,307,0.04234527687296419,0.3204845842219034
594,12110,22471,0.2044412798718348,0.06564672193880361
595,12115,225,0.0,0.6788225099390857
596,12116,1901,0.017359284587059487,0.21275888283113292
597,12117,3492,0.009736540664375681,0.12983205047893415
598,12118,14195,0.07178584008453681,0.07484396097824751
599,12120,535,0.024299065420560706,0.28900942559598275
600,12121,1854,0.03721682847896435,0.2553993523213268
601,12122,4562,0.011836913634370894,0.09059755515717967
602,12123,5159,0.05660011630160888,0.14370115864398073
603,12124,615,0.003252032520325243,0.4007722132518161
604,12125,1491,0.10663983903420526,0.24174200726608236
605,12130,970,0.0,0.5117411962813982
606,12131,135,0.0,0.544734112914081
607,12132,319,0.2915360501567398,0.8571365442328641
608,12134,3714,0.024501884760366188,0.08429586405236467
609,12136,716,0.04748603351955305,0.4400867764427581
610,12137,1904,0.05934873949579833,0.2982108016030117
611,12138,3327,0.010219416892094935,0.15937236583914352
612,12139,278,0.017985611510791366,0.5468124946548516
613,12140,1464,0.006147540983606592,0.27228480833544266
614,12143,4790,0.07849686847599169,0.07885324531053974
615,12144,19622,0.14437875853633675,0.05407730198020461
616,12147,591,0.04399323181049064,0.39635261267339883
617,12148,4449,0.05709148123173746,0.14376160875712135
618,12149,2425,0.05195876288659795,0.14019495224615708
619,12150,890,0.0,0.5227823168772453
620,12151,660,0.009090909090909038,0.2679885869001938
621,12153,1038,0.00674373795761074,0.3711565405181671
622,12154,2639,0.07275483137552108,0.19079326490348672
623,12155,1980,0.022727272727272707,0.23010456871846352
624,12156,1132,0.004416961130742081,0.569696236760219
625,12157,3951,0.03821817261452798,0.13227114438673088
626,12158,7090,0.03695345557122709,0.12041968840820032
627,12159,7968,0.11759538152610438,0.11166786051299053
628,12160,946,0.014799154334038,0.2869082696568796
629,12161,77,0.0,1.8733738098968271
630,12164,417,0.031175059952038398,0.4050097493934009
631,12165,156,0.0,0.6164520656498107
632,12166,1250,0.034399999999999986,0.18650901096774597
633,12167,2946,0.0417515274949084,0.145457026867615
634,12168,2054,0.0,0.1480311177751779
635,12169,219,0.04109589041095896,0.656313674831051
636,12170,4915,0.028077314343845416,0.1734760921246385
637,12172,294,0.0,0.7215375318230077
638,12173,1816,0.03854625550660795,0.1727406066362523
639,12174,322,0.009316770186335366,0.6354241628090969
640,12175,573,0.0680628272251309,0.39484574777845044
641,12176,294,0.1428571428571429,0.757801450611407
642,12177,420,0.0,0.6667006794044591
643,12180,53168,0.22633915136924465,0.02628736933884535
644,12182,14955,0.19846205282514207,0.08221255707032174
645,12183,2613,0.07883658629927282,0.0572457489298254
646,12184,6800,0.07191176470588234,0.11289856098356735
647,12185,2404,0.002911813643926786,0.23830434708492457
648,12186,6407,0.04276572498829401,0.0685619209357842
649,12187,391,0.007672634271099765,0.4157587813264868
650,12188,10944,0.06140350877192979,0.047969207274931175
651,12189,17749,0.2033353991774185,0.06957543725239522
652,12190,1028,0.005836575875486361,0.28422608516650094
653,12192,2018,0.044598612487611544,0.27602637456610074
654,12193,1945,0.0323907455012854,0.17120474182309559
655,12194,138,0.0,0.3689252771408074
656,12195,170,0.0,0.582323231565392
657,12196,3522,0.04060193072118112,0.18906250528344584
658,12197,2265,0.052980132450331174,0.171370192364806
659,12198,8307,0.05681954977729631,0.10021674622997974
660,12202,9076,0.7677390921110622,0.17364911626322987
661,12203,30625,0.22991020408163265,0.05039134555365581
662,12204,7196,0.49082823790995,0.106087680231861
663,12205,27196,0.1644359464627151,0.05314060134791311
664,12206,15591,0.6534539157206081,0.1430870233299342
665,12207,1417,0.625970359915314,0.3495789932750551
666,12208,21898,0.2741346241665905,0.06986620577318074
667,12209,11742,0.47462101856583205,0.16078368577629515
668,12210,9005,0.5528039977790117,0.14218830688652037
669,12211,11401,0.15551267432681348,0.08688815738745413
670,12222,6217,0.32395045842046,0.14891516547443678
671,12302,27560,0.05341074020319303,0.022336479162559097
672,12303,29130,0.2494335736354274,0.061423698589784456
673,12304,23964,0.3806125855449841,0.09050409967567362
674,12305,4883,0.32111406921974195,0.13666909792851203
675,12306,25098,0.08203840943501473,0.050137944767959484
676,12307,6615,0.6769463340891912,0.321540700825071
677,12308,14575,0.32967409948542026,0.10442255601677933
678,12309,29912,0.15542257288044936,0.04068784766516845
679,12401,34661,0.2304030466518565,0.04082652452927341
680,12404,3576,0.12863534675615218,0.22130550516415
681,12405,559,0.0,0.4882705143792618
682,12406,945,0.03492063492063491,0.35495905607395134
683,12407,164,0.060975609756097615,0.6803976120479434
684,12409,700,0.04428571428571426,0.39996058161449377
685,12410,504,0.0,0.4714045207910317
686,12411,355,0.0,0.6533268288146129
687,12412,520,0.1942307692307692,0.6865655512926675
688,12413,2910,0.06838487972508589,0.21799641026915625
689,12414,10193,0.18218385166290596,0.09999792042302877
690,12416,168,0.5,0.973810251484185
691,12417,614,0.254071661237785,0.6055773505821667
692,12418,439,0.0546697038724373,0.5368445054822031
693,12419,641,0.12012480499219969,0.4620395796076059
694,12420,424,0.061320754716981174,0.5800267248933065
695,12421,324,0.015432098765432056,0.4751132772611914
696,12422,353,0.0,0.5087963807971192
697,12423,1109,0.05500450856627592,0.2488234977099561
698,12424,225,0.0,0.5531146377281438
699,12427,593,0.038785834738617186,0.5696374036658626
700,12428,6860,0.2612244897959184,0.11997412693168794
701,12429,334,0.0,1.2025049452513743
702,12430,1036,0.08301158301158296,0.3321385539096655
703,12431,1272,0.0,0.3613360123987861
704,12432,615,0.0,0.5104966030029708
705,12433,543,0.16022099447513816,0.43666710215896454
706,12434,550,0.1327272727272727,0.45255845422656765
707,12435,366,0.0,0.6452832374762483
708,12436,233,0.0,0.8072549519125392
709,12438,52,0.34615384615384615,1.1745268706652143
710,12439,333,0.018018018018018056,0.49071580225155487
711,12440,2127,0.04983544898918668,0.27608871213427644
712,12441,30,0.0,1.0370899457402696
713,12442,667,0.026986506746626726,0.4203291795831552
714,12443,3674,0.05688622754491013,0.11379048170854829
715,12444,380,0.013157894736842146,0.39903226117714036
716,12446,4837,0.05251188753359526,0.14515082134361418
717,12448,465,0.0,0.5656854249492381
718,12449,3315,0.17073906485671186,0.1451054601161276
719,12450,170,0.0,1.3310245292923248
720,12451,1861,0.018269747447608786,0.3911381504893556
721,12452,248,0.0,0.6386770926846236
722,12453,302,0.0,1.063001584962558
723,12454,301,0.09634551495016608,0.4095212653920825
724,12455,1877,0.030367607884922765,0.19817994834907035
725,12456,716,0.07681564245810057,0.4124454246159858
726,12457,802,0.04738154613466339,0.4140649244025444
727,12458,2991,0.34804413239719156,0.23906611106713105
728,12459,157,0.0,1.1169584823838459
729,12460,344,0.0,0.6331072343181879
730,12461,1811,0.09497515184980676,0.2767849662569977
731,12463,1398,0.1595135908440629,0.35361995866576534
732,12464,808,0.16831683168316836,0.4093985992666262
733,12465,296,0.0,0.5159968403253185
734,12466,2260,0.06150442477876106,0.17468598757811477
735,12468,1133,0.003530450132391838,0.21319458831602311
736,12469,776,0.012886597938144284,0.286192099357864
737,12470,474,0.35654008438818563,0.8399135238582204
738,12471,495,0.0,0.9028110822422183
739,12472,1419,0.09584214235377031,0.2841163705409739
740,12473,1126,0.006216696269982225,0.40316698409689233
741,12474,1250,0.008000000000000007,0.26296309478625124
742,12475,165,0.0,0.874241111285186
743,12477,18722,0.0811879072748638,0.04255917697213327
744,12480,798,0.10651629072681701,0.41337151190693616
745,12481,1361,0.03967670830271863,0.3518746387193184
746,12482,547,0.05667276051188297,0.6600777776028123
747,12483,243,0.012345679012345734,0.6676177058454636
748,12484,2703,0.12245652978172406,0.2198546567208059
749,12485,1164,0.15378006872852235,0.384424787534332
750,12486,1584,0.022095959595959558,0.2676851136341254
751,12487,3299,0.04152773567747803,0.1900688699877487
752,12489,1101,0.5495004541326067,0.4462537145903439
753,12490,31,0.0,2.3266094090654144
754,12491,1561,0.01985906470211407,0.25487179326545767
755,12492,299,0.0,0.5486581044658162
756,12493,310,0.03870967741935483,0.9912863330176017
757,12494,660,0.0,0.5635426771274606
758,12495,334,0.08982035928143717,0.6182726379970435
759,12496,1621,0.01172115977791488,0.19965423359653744
760,12498,4836,0.09325889164598844,0.11664824332596202
761,12501,2700,0.10370370370370374,0.2031862013114481
762,12502,1169,0.1035072711719418,0.20070332077658792
763,12503,645,0.051162790697674376,0.2668608107424642
764,12504,1443,0.20235620235620233,0.14055057201756385
765,12507,253,0.18181818181818177,0.3702687792864618
766,12508,19604,0.31126300754947966,0.05504436480230663
767,12512,35,0.0,1.979898987322333
768,12513,511,0.0,0.5479731611543499
769,12514,3184,0.07788944723618085,0.16609752970530986
770,12515,1307,0.14996174445294563,0.3911786777943626
771,12516,1913,0.02979613173026663,0.26199516949357454
772,12517,656,0.15243902439024393,0.6275596953741962
773,12518,6310,0.06275752773375598,0.10117679389972888
774,12520,2984,0.05898123324396787,0.04198426802034952
775,12521,1180,0.017796610169491522,0.34707604954708704
776,12522,4828,0.054473902236951144,0.16860256850139785
777,12523,1519,0.049374588545095466,0.23637748044459614
778,12524,16193,0.2559130488482678,0.06641843588019687
779,12525,2872,0.045612813370473515,0.2144443135483414
780,12526,3690,0.06449864498644986,0.09834954415763748
781,12527,270,0.2148148148148148,1.7769567934579014
782,12528,13139,0.10472638709186388,0.06669160737625451
783,12529,2778,0.010799136069114423,0.2198327912988803
784,12530,107,0.0,1.4538644099162659
785,12531,3862,0.07586742620403941,0.21317922745350817
786,12533,25774,0.11402964227516099,0.05203973090788087
787,12534,18078,0.2141829848434561,0.05790795623852211
788,12538,13985,0.13500178762960313,0.08375711902295127
789,12540,7677,0.07672267812947764,0.1209829718540718
790,12542,5746,0.07170205360250614,0.12206942800897265
791,12543,3199,0.25601750547045954,0.07649528134888206
792,12545,4740,0.1314345991561181,0.11516571193805872
793,12546,2934,0.09781867757327878,0.12783873495315357
794,12547,2873,0.017751479289940808,0.20984170158271578
795,12548,1419,0.14023960535588442,0.45021560644984543
796,12549,11156,0.08596271064897809,0.09531880954355103
797,12550,54612,0.4560536145902,0.047029286664767626
798,12553,26029,0.27649928925429323,0.06006725767640321
799,12561,18618,0.13046514126114517,0.055347679072370495
800,12563,8155,0.1313304721030043,0.09964273850418671
801,12564,6867,0.11693607106451143,0.08826764198303726
802,12565,1379,0.10877447425670772,0.3534297012191962
803,12566,10434,0.10178263369752727,0.17004898254898518
804,12567,3162,0.026565464895635715,0.1457733518337296
805,12569,10100,0.1087128712871287,0.08110163199274069
806,12570,7825,0.07169329073482433,0.06945448098411457
807,12571,9931,0.08700030208438225,0.060593627343143955
808,12572,8925,0.07193277310924373,0.05055318132617018
809,12574,181,0.09392265193370164,0.9852712979662073
810,12575,1884,0.20382165605095537,0.3455578757866567
811,12577,1696,0.1362028301886793,0.36809315335297305
812,12578,2123,0.06264719736222324,0.21365887798932
813,12580,4287,0.1005365057149522,0.18603455210377678
814,12581,2145,0.03869463869463874,0.2004943990694184
815,12582,6272,0.32669005102040816,0.16531705693862475
816,12583,2467,0.09201459262261857,0.21991876337376418
817,12585,901,0.047724750277469474,0.2894134266776926
818,12586,12729,0.19907298295231357,0.0985841474073846
819,12589,17463,0.17116188512855757,0.09928542464518492
820,12590,34400,0.21127906976744182,0.04464115939823091
821,12592,1150,0.12086956521739134,0.3573754040796175
822,12594,4380,0.18127853881278544,0.16614973561630209
823,12601,42555,0.44100575725531665,0.058014723192574294
824,12603,42943,0.24788673357706725,0.041605479165103876
825,12604,644,0.30434782608695654,0.40612362563608084
826,12701,11061,0.4156043757345629,0.0819986600571053
827,12719,1305,0.04137931034482756,0.26976462680604113
828,12720,254,0.0,1.0690118266757254
829,12721,6516,0.11510128913443829,0.13888511911287563
830,12722,101,0.0,1.5682368216414522
831,12723,1921,0.15356585111920873,0.20956955150533796
832,12724,328,0.13109756097560976,0.8732405661005621
833,12725,183,0.10382513661202186,0.47855923281933194
834,12726,1256,0.12181528662420382,0.2721077450757039
835,12729,2253,0.07678650687971589,0.27444974392536436
836,12732,784,0.042091836734693855,0.39828272638413464
837,12733,1879,0.2794039382650346,0.4523616128597803
838,12734,1032,0.0,0.36314592444657967
839,12736,96,0.0,0.736569563735987
840,12737,2074,0.07328833172613303,0.17396604589569087
841,12738,406,0.022167487684729092,0.7838275429223536
842,12740,1673,0.0346682606096832,0.23699826477669814
843,12741,220,0.013636363636363669,0.5372449604346919
844,12742,73,0.06849315068493156,1.0630845284268775
845,12743,266,0.011278195488721776,0.46515917923333044
846,12745,181,0.0,0.6719467754921888
847,12746,1271,0.0,0.3115498013095725
848,12747,1552,0.2139175257731959,0.3436303361005483
849,12748,1524,0.03149606299212604,0.30601704946248875
850,12749,314,0.0,0.6935951866415816
851,12750,276,0.1340579710144928,0.5743502134645758
852,12751,1121,0.24799286351471905,0.4278752503524591
853,12752,235,0.021276595744680882,0.4562770503457183
854,12754,6560,0.16463414634146345,0.10211702549889018
855,12758,4320,0.13703703703703707,0.1961296537356122
856,12759,1482,0.30094466936572195,0.4201117775387958
857,12760,403,0.01488833746898266,0.4349073645345977
858,12762,413,0.0,0.6574552154373711
859,12763,586,0.059726962457337884,0.44682370495789037
860,12764,1555,0.08038585209003213,0.15459871346729928
861,12765,1230,0.07723577235772361,0.357131423818074
862,12766,364,0.0,0.7071067811865476
863,12767,86,0.0,0.8879945624203155
864,12768,697,0.050215208034433245,0.5281783185237959
865,12769,188,0.0,0.8951670953319059
866,12770,166,0.0,0.5963551166633534
867,12771,14061,0.21904558708484456,0.07561763661171136
868,12775,2354,0.12659303313508918,0.1955849288528962
869,12776,2327,0.05672539750752037,0.21485200603703114
870,12777,857,0.03967327887981331,0.26687541705242307
871,12778,634,0.06624605678233442,0.7648202308263898
872,12779,2274,0.476693051890941,0.43890382072996315
873,12780,2064,0.11434108527131781,0.2512137481462202
874,12781,281,0.1779359430604982,0.9126613884441941
875,12783,2044,0.18052837573385516,0.29742564293761226
876,12784,38,0.0,1.6002942942642917
877,12785,939,0.004259850905218299,0.4822218310954582
878,12786,450,0.18666666666666665,0.688974153787579
879,12787,244,0.020491803278688492,0.749682967968279
880,12788,3038,0.33805134957208693,0.2724171150289696
881,12789,2059,0.20106847984458476,0.28581147106800836
882,12790,4397,0.09392767796224699,0.17848662306716753
883,12791,869,0.13118527042577677,0.4421647349517879
884,12792,227,0.008810572687224627,0.9042248983786028
885,12801,14422,0.06219664401608649,0.015447707801249204
886,12803,8386,0.027903648938707337,0.06050544109262002
887,12804,26477,0.038599539222721635,0.017691493103805127
888,12808,399,0.0,0.3579838842097308
889,12809,3385,0.012998522895125597,0.060145396609776254
890,12810,728,0.01098901098901095,0.22758667737615057
891,12811,68,0.044117647058823484,1.6813259633835194
892,12812,81,0.0,0.8380524814062785
893,12814,1222,0.0957446808510638,0.30579464228240294
894,12815,1084,0.053505535055350606,0.23128575801619894
895,12816,4306,0.03065490013934047,0.10644914537031962
896,12817,2281,0.0,0.2436588908428875
897,12819,330,0.027272727272727226,0.3281893495645562
898,12821,2940,0.6190476190476191,0.22086371690531506
899,12822,6382,0.03525540582889375,0.05113426469893672
900,12823,386,0.0,1.0111993347538193
901,12824,1165,0.007725321888412018,0.22545059021559297
902,12827,3754,0.04022376132125738,0.1508011840335663
903,12828,8762,0.016092216388952307,0.09022278023961748
904,12831,17438,0.03962610391099897,0.06267860985103971
905,12832,6798,0.03751103265666378,0.07777621857996286
906,12833,4182,0.053562888570062195,0.1317032321805628
907,12834,6287,0.02831239064736757,0.08683200837247478
908,12835,2257,0.03234381922906515,0.11430654161323632
909,12836,605,0.02148760330578514,0.24928142174258386
910,12837,1018,0.014734774066797685,0.48636302314384516
911,12838,523,0.003824091778202643,0.29665927726235436
912,12839,13525,0.054861367837338304,0.047990515619988565
913,12841,106,0.0,0.4669573083307389
914,12842,933,0.10075026795284026,0.37843601680908706
915,12843,451,0.0665188470066519,0.3955119157495899
916,12844,238,0.0672268907563025,0.6406322447171195
917,12845,4725,0.0323809523809524,0.07197480584126438
918,12846,3273,0.0033608310418575815,0.02295837785802368
919,12847,425,0.028235294117647025,0.3158649302656677
920,12849,265,0.02264150943396226,0.9771870312181061
921,12850,3221,0.0344613474076374,0.17120361956357125
922,12851,227,0.008810572687224627,0.3034900860077672
923,12852,474,0.016877637130801704,0.21065043729730884
924,12853,1347,0.023014105419450592,0.33308340092624794
925,12855,198,0.005050505050505083,0.2685661376407105
926,12856,131,0.0,0.9608015805435531
927,12857,608,0.0,0.4605498114307119
928,12858,66,0.0,0.8356716504931926
929,12859,2212,0.022603978300180794,0.25780040055492487
930,12860,578,0.04671280276816614,0.5110637935088295
931,12861,771,0.0,0.1779231070689886
932,12862,5,0.0,1.979898987322333
933,12863,554,0.0,0.3778043451827041
934,12864,18,0.0,1.4927809825049336
935,12865,3769,0.045635447068187895,0.10712738252439755
936,12866,38422,0.07386393212222164,0.030023753405018585
937,12870,1044,0.06130268199233713,0.4914344818785861
938,12871,4249,0.06425041186161451,0.11684317310952853
939,12872,44,0.045454545454545414,1.464061727972699
940,12873,716,0.0027932960893854997,0.26702012741512465
941,12874,159,0.018867924528301883,0.37711079489951077
942,12878,716,0.05307262569832405,0.24237556055706247
943,12883,4971,0.020116676725005056,0.015466377152778089
944,12884,373,0.04557640750670244,0.3801729408476684
945,12885,4531,0.017656146546016327,0.07982637525701022
946,12886,216,0.03703703703703709,0.6674382056264713
947,12887,4788,0.019632414369256446,0.044648377789560455
948,12901,33544,0.09632124970188405,0.03297965639055223
949,12903,1019,0.04121687929342488,0.22614055904818953
950,12910,2181,0.15084823475469966,0.1575811138376262
951,12911,27,0.0,1.9903746433399117
952,12912,2280,0.01622807017543859,0.2539148106847596
953,12913,1219,0.012305168170631653,0.22764135237789473
954,12914,1109,0.2443642921550947,0.4379261003638807
955,12916,2206,0.05303717135086128,0.20777091658170563
956,12917,1190,0.020168067226890796,0.18010616037027574
957,12918,2252,0.04440497335701599,0.24185596842079482
958,12919,3046,0.04202232435981612,0.12773044231972538
959,12920,2631,0.060053211706575405,0.1434070907312331
960,12921,2555,0.0606653620352251,0.20166285041980309
961,12922,42,0.2142857142857143,0.7899691597789895
962,12923,595,0.005042016806722671,0.2728339916451856
963,12924,106,0.0,0.7071067811865476
964,12926,2024,0.02075098814229248,0.14652208033674516
965,12927,214,0.0,0.3832915262506519
966,12928,1859,0.03926842388380847,0.15090723774138698
967,12929,3999,0.5016254063515879,0.12961791716312743
968,12930,774,0.03746770025839796,0.2346317122721726
969,12932,1327,0.04596834966088925,0.23670487522406344
970,12933,21,0.0,1.1448395504925055
971,12934,1030,0.03203883495145632,0.2246713200152581
972,12935,1373,0.015294974508375803,0.23252261261845536
973,12936,568,0.029929577464788748,0.38050496619522334
974,12937,1688,0.25296208530805686,0.16486514744013542
975,12939,248,0.0,0.3877682348442357
976,12941,1538,0.01820546163849157,0.19673791374813862
977,12942,872,0.05160550458715596,0.2632260731594636
978,12943,230,0.008695652173912993,0.5527680564501548
979,12944,4417,0.04120443740095092,0.111960488459509
980,12945,532,0.0,0.4093776101606328
981,12946,5159,0.07753440589261484,0.12741881040088957
982,12950,801,0.101123595505618,0.2334394129007894
983,12952,578,0.40484429065743943,0.5927538968586044
984,12953,15517,0.21795450151446805,0.024242680492221003
985,12955,426,0.1220657276995305,0.3668516387752378
986,12956,1228,0.08713355048859939,0.4121045672244695
987,12957,1755,0.052991452991453025,0.2538124299277226
988,12958,2071,0.03911154031868658,0.25148558684191985
989,12959,1324,0.0166163141993958,0.3882945038720518
990,12960,1335,0.02097378277153561,0.34792074729747485
991,12961,361,0.11357340720221609,0.7343022053342205
992,12962,5553,0.022510354763191076,0.12588989603364178
993,12964,190,0.015789473684210575,0.8293559518189968
994,12965,560,0.010714285714285676,0.40877459441775443
995,12966,3164,0.02149178255372941,0.15881358709040283
996,12967,1178,0.02971137521222411,0.2596555431312027
997,12969,429,0.046620046620046596,0.41550588996344706
998,12970,952,0.134453781512605,0.22815293154279367
999,12972,5702,0.03402314977200982,0.1577948568569098
1000,12973,191,0.0,0.577532240131421
1001,12974,1444,0.042243767313019376,0.23084714706991763
1002,12975,290,0.01379310344827589,0.6188508760423689
1003,12976,184,0.010869565217391353,0.49080379838588095
1004,12977,1750,0.6405714285714286,0.3974118010851539
1005,12978,375,0.0,0.9428090415820634
1006,12979,2187,0.019204389574759895,0.1632517290900584
1007,12980,1309,0.009931245225362817,0.2367197175636961
1008,12981,2366,0.006339814032121693,0.2104759375847256
1009,12983,7520,0.04933510638297878,0.07623972311147588
1010,12985,1278,0.08059467918622853,0.4288699467683673
1011,12986,6157,0.05749553353906123,0.03524046622531871
1012,12987,243,0.03292181069958844,0.5770791271040263
1013,12989,953,0.05561385099685201,0.18105896684575065
1014,12992,4831,0.011798799420409845,0.1519536352248219
1015,12993,1508,0.04840848806366049,0.21285506921506558
1016,12996,2030,0.041871921182266014,0.14904674803134918
1017,12997,1336,0.0359281437125748,0.19960338095186372
1018,12998,371,0.13477088948787064,0.7097490902601555
1019,13020,60,0.0,1.0370899457402696
1020,13021,38756,0.08677366085251315,0.014087540244258042
1021,13024,1707,0.6315172817809022,0.24159999412371372
1022,13026,1800,0.12111111111111106,0.16698490774797148
1023,13027,32208,0.06085444610034774,0.03441043835926517
1024,13028,1610,0.06956521739130439,0.3222966265110265
1025,13029,7379,0.04567014500609834,0.09240013803351974
1026,13030,3830,0.006005221932114835,0.20758990719470907
1027,13031,15710,0.04646721833227241,0.04923493766841982
1028,13032,12329,0.046881336685862585,0.050602960808756786
1029,13033,3747,0.03709634374166004,0.09063568254391292
1030,13034,1925,0.014545454545454528,0.15393133493047403
1031,13035,8621,0.037002667903955455,0.06699790246836278
1032,13036,8869,0.022888713496448276,0.07565609855049936
1033,13037,8948,0.01821636119803305,0.06834675834138756
1034,13039,17707,0.04280792906760034,0.04629432300453336
1035,13040,2624,0.02515243902439024,0.10997388072888345
1036,13041,11610,0.10689061154177437,0.07825487996484676
1037,13042,2643,0.005675368898978461,0.2870889081827141
1038,13044,2172,0.007366482504604033,0.18887065535776365
1039,13045,29609,0.067918538282279,0.02137005876999564
1040,13051,149,0.0,1.8508164071325741
1041,13052,1514,0.03632760898282694,0.16646211759899762
1042,13053,4538,0.06743058616130448,0.11233687543720079
1043,13054,1866,0.0112540192926045,0.2770459117939245
1044,13057,14422,0.06510886146165584,0.06036207224170706
1045,13060,2939,0.03334467505954408,0.18781150961363477
1046,13061,1101,0.021798365122615793,0.23828580151869344
1047,13062,234,0.0,1.365864380753502
1048,13063,2038,0.09617271835132479,0.1751285794844014
1049,13064,39,0.0,0.9428090415820634
1050,13066,12280,0.085586319218241,0.06476997784493
1051,13068,5833,0.051774387107834774,0.12262499755752757
1052,13069,24927,0.03245476792233326,0.0391818175706094
1053,13071,865,0.011560693641618491,0.1915785220145624
1054,13072,619,0.021001615508885352,0.23780576747634885
1055,13073,6337,0.052706327915417406,0.08001429819905789
1056,13074,4329,0.02956802956802962,0.11492844836630532
1057,13076,2343,0.05889884763124198,0.17809076630058643
1058,13077,6961,0.0650768567734521,0.08397278909766533
1059,13078,10149,0.20681840575426147,0.09314967368109495
1060,13080,3618,0.019347705914870117,0.1561104169853099
1061,13081,992,0.017137096774193505,0.17903255090161196
1062,13082,4826,0.036676336510567786,0.16473442209582626
1063,13083,1704,0.02934272300469487,0.19213410571734715
1064,13084,3945,0.07275031685678068,0.22377357598084247
1065,13087,152,0.0,1.0048359522124624
1066,13088,22317,0.09750414482233272,0.051716755566254935
1067,13090,30250,0.1288925619834711,0.03663641246147258
1068,13092,2705,0.03290203327171903,0.14098471670235474
1069,13101,2263,0.03711886875828552,0.1786500515892403
1070,13102,28,0.0,1.5152288168283161
1071,13103,367,0.02997275204359673,0.6300621228946226
1072,13104,15773,0.1263551638876561,0.0636539218893689
1073,13108,6125,0.03885714285714281,0.07330075925672361
1074,13110,2290,0.010480349344978213,0.1685814261003481
1075,13111,1543,0.014257939079714843,0.2561915175935609
1076,13112,2003,0.0029955067398901303,0.30193561459801754
1077,13113,297,0.03367003367003363,0.48453277929123045
1078,13114,6815,0.0415260454878944,0.10445242749209392
1079,13115,119,0.025210084033613467,0.6559886887204627
1080,13116,3521,0.045157625674524304,0.041518248939839235
1081,13117,274,0.007299270072992692,0.6475467150834188
1082,13118,6156,0.10006497725795971,0.06388994303520898
1083,13120,2167,0.3299492385786802,0.20851646006738014
1084,13122,1446,0.008298755186721962,0.3319781736215781
1085,13123,527,0.0,1.188798117896169
1086,13124,64,0.0,0.5745242597140698
1087,13126,36566,0.06905321883717119,0.020913145518190093
1088,13131,3830,0.027937336814621405,0.13742527261296805
1089,13132,3370,0.06231454005934722,0.19395083077325706
1090,13134,199,0.07537688442211055,0.7288112052117025
1091,13135,6655,0.0332081141998497,0.11967750176390486
1092,13136,414,0.0,0.27327798306726475
1093,13138,0,,inf
1094,13140,4536,0.021604938271604923,0.08054654447431162
1095,13141,604,0.0,0.41443013334443346
1096,13142,5996,0.020013342228152098,0.10888538747013948
1097,13143,2869,0.06657371906587661,0.15295924296571406
1098,13144,1904,0.04359243697478987,0.23259440588190344
1099,13145,2047,0.005862237420615535,0.14724120160437307
1100,13146,2077,0.02696196437168996,0.14809855769052072
1101,13147,1328,0.02484939759036142,0.1968268670305751
1102,13148,10532,0.05279149259399929,0.04685362893437412
1103,13152,8290,0.02484921592279854,0.05028360611383707
1104,13153,329,0.0,0.46853883981357863
1105,13155,638,0.040752351097178674,0.25350754338301185
1106,13156,2232,0.01702508960573479,0.1716091866307656
1107,13157,602,0.038205980066445155,0.4062222002041727
1108,13158,1522,0.019710906701708275,0.1299714294431988
1109,13159,5255,0.028353948620361558,0.0722065268792629
1110,13160,1958,0.11542390194075591,0.15728227734074243
1111,13162,441,0.0,0.7856742013183862
1112,13163,417,0.007194244604316502,0.4867304283412936
1113,13164,2404,0.06447587354409323,0.2008568363990132
1114,13165,10881,0.049168274974726534,0.05198157880887921
1115,13166,5534,0.028008673653776683,0.07539474606986239
1116,13167,3024,0.03802910052910058,0.14357601858050684
1117,13202,5840,0.6792808219178081,0.1631686807812652
1118,13203,16564,0.43842067133542617,0.07926745306865514
1119,13204,19503,0.3707634722863149,0.07024341705402076
